"text","favorited","favoriteCount","replyToSN","created","truncated","replyToSID","id","replyToUID","statusSource","screenName","retweetCount","isRetweet","retweeted","longitude","latitude","last.tweet","community","count.numbers","number"
"#yyckidcount a big fat 0 for Inglewood grove so far. :(",FALSE,0,NA,2014-11-01 02:47:01,FALSE,NA,"528377641175638016",NA,"<a href=""http://twitterrific.com"" rel=""nofollow"">Twitterrific</a>","katokalen",0,FALSE,FALSE,NA,NA,"528377641175638016","INGLEWOOD",1,0
"@nenshi #yyckidcount only 10 kids in Bowness. Same as last year. I live on a short side street &amp; appears only 1other house was ""open"" 4candy",FALSE,0,"nenshi",2014-11-01 02:47:27,FALSE,"528332800282619905","528377752240402435","33798654","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","english_staffy",0,FALSE,FALSE,NA,NA,"528377752240402435","BOWNESS",3,NA
"Lowest turnout that I can recall, 64 in McKenzie Lake. And no Elsa or Anna! Bizarre.  #yyckidcount",FALSE,0,NA,2014-11-01 02:47:30,FALSE,NA,"528377765654179840",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","mskaz",0,FALSE,FALSE,NA,NA,"528377765654179840","MCKENZIE LAKE",1,64
"@nenshi - Tuscany - 23 kids. Most I've seen in years #yyckidcount :)",FALSE,0,"nenshi",2014-11-01 02:47:55,FALSE,NA,"528377867986817024","33798654","<a href=""http://www.twitter.com"" rel=""nofollow"">Twitter for BlackBerry</a>","leeanne22",0,FALSE,FALSE,NA,NA,"528377867986817024","TUSCANY",1,23
"I wait patiently for little kids to come. Only 7 kids in under 3 hours! Come to Rundle! #yyckidcount http://t.co/aWj8RRZ6jT",FALSE,0,NA,2014-11-01 02:48:22,FALSE,NA,"528377982511894528",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Speerzzed",1,FALSE,FALSE,NA,NA,"528377982511894528","RUNDLE",4,NA
"105! #yyckidcount @SunaltaYYC",FALSE,0,NA,2014-11-01 02:48:27,FALSE,NA,"528378002502328320",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","designertweets",0,FALSE,FALSE,NA,NA,"528378002502328320","SUNALTA",1,105
"45 in Thorncliffe.  A record year!  #yyckidcount @nenshi",FALSE,0,"nenshi",2014-11-01 02:48:28,FALSE,"528332800282619905","528378005987794944","33798654","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","plaidplaid",0,FALSE,FALSE,NA,NA,"528378005987794944","THORNCLIFFE",1,45
"35 kids in Woodbine / Fish Creek and a half bowl of candy leftover for me #kidcount #yyckidcount @nenshi",FALSE,0,NA,2014-11-01 02:48:31,FALSE,NA,"528378019959033856",NA,"<a href=""https://twitter.com/download/android"" rel=""nofollow"">Twitter for Android Tablets</a>","ericduckman",0,FALSE,FALSE,NA,NA,"528378019959033856","WOODBINE",1,35
"@nenshi @Crackmacs New Brighton, only 17 kids :( #yyckidcount",FALSE,0,"nenshi",2014-11-01 02:48:35,FALSE,"527861315331575808","528378037515988992","33798654","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","daniellejp",1,FALSE,FALSE,NA,NA,"528378037515988992","NEW BRIGHTON",1,17
"About 90 kids for our first year in Hillhurst. 1 was scared away by our pumpkin! #yyckidcount http://t.co/kzxQ5F4xjm",FALSE,2,NA,2014-11-01 02:49:29,FALSE,NA,"528378264025563136",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","jeremybarretto",0,FALSE,FALSE,NA,NA,"528378264025563136","HILLHURST",4,NA
"I'm calling it at 8:47.
161 kids this year in West Hillhurst/Westmount, up from 126 last year. Mum-in-law 300+ on Garrison Sq.
#yyckidcount",FALSE,1,NA,2014-11-01 02:49:34,FALSE,NA,"528378286125350912",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","CgyCraig",0,FALSE,FALSE,NA,NA,"528378286125350912","WEST HILLHURST",5,NA
"#yyckidcount ‚Ä¶we had 63 kids in Chinook Park #Halloween2014",FALSE,1,NA,2014-11-01 02:50:29,FALSE,NA,"528378516187140096",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","RED9551",1,FALSE,FALSE,NA,NA,"528378516187140096","CHINOOK PARK",2,NA
".@nenshi 55 kids came to our place in Glamorgan tonight. Not all of them left. #mwuhahahaha #yyckidcount #yyc http://t.co/CKJbFXx1GP",FALSE,1,NA,2014-11-01 02:50:30,FALSE,NA,"528378518812762112",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","BACullenyyc",0,FALSE,FALSE,NA,NA,"528378518812762112","GLAMORGAN",2,NA
"14-year-old in a plain hoodie just skateboarded away. We're closing down at 36 #yyckidcount in Royal Oak. @nenshi",FALSE,0,NA,2014-11-01 02:50:44,FALSE,NA,"528378577537228801",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","wtigley",0,FALSE,FALSE,NA,NA,"528378577537228801","ROYAL OAK",2,NA
"@nenshi #yyckidcount scenic acres 30 kids.",FALSE,0,"nenshi",2014-11-01 02:50:57,FALSE,NA,"528378634302922752","33798654","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","EmiEhman",0,FALSE,FALSE,NA,NA,"528378634302922752","SCENIC ACRES",1,30
". @nenshi 8:50, and up in Ranchlands at ~ 80!  Awesome haunted house on our street a few houses down as well. #yyckidcount",FALSE,0,"nenshi",2014-11-01 02:51:34,FALSE,"527861315331575808","528378785830555648","33798654","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","baseball_layne",0,FALSE,FALSE,NA,NA,"528378785830555648","RANCHLANDS",3,NA
"Inlaws just reported 32 in Canyon Meadows #yyckidcount",FALSE,1,NA,2014-11-01 02:51:48,FALSE,NA,"528378846501146624",NA,"<a href=""https://twitter.com/download/android"" rel=""nofollow"">Twitter for Android Tablets</a>","YYCmortgageguy",0,FALSE,FALSE,NA,NA,"528378846501146624","CANYON MEADOWS",1,32
"@nenshi #yyckidcount we had 72 in New Brighton. So awesome!!!",FALSE,0,"nenshi",2014-11-01 02:51:59,FALSE,"528332800282619905","528378891811844096","33798654","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","tntdunn",0,FALSE,FALSE,NA,NA,"528378891811844096","NEW BRIGHTON",1,72
"58 for #yyckidcount in our little corner of Mckenzie Towne.  A few more than last year.",FALSE,0,NA,2014-11-01 02:52:10,FALSE,NA,"528378937638809600",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","BullmooseRocks",0,FALSE,FALSE,NA,NA,"528378937638809600","MCKENZIE TOWNE",1,58
"@nenshi 81 in Lake Bonavista #yyckidcount",FALSE,0,"nenshi",2014-11-01 02:52:11,FALSE,"528332990582390784","528378941615394816","33798654","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","livingrocks28",0,FALSE,FALSE,NA,NA,"528378941615394816","LAKE BONAVISTA",1,81
"#yyckidcount McKenzie Towne 110",FALSE,0,NA,2014-11-01 02:52:14,FALSE,NA,"528378956777390081",NA,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>","ShaRoseSheppard",0,FALSE,FALSE,NA,NA,"528378956777390081","MCKENZIE TOWNE",1,110
"25 kids in Brentwood.  #yyckidcount",FALSE,0,NA,2014-11-01 02:52:19,FALSE,NA,"528378975987302400",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","overmediocrity",0,FALSE,FALSE,NA,NA,"528378975987302400","BRENTWOOD",1,25
"16 in Sundance Ì†ΩÌ±ª #yyckidcount",FALSE,0,NA,2014-11-01 02:52:24,FALSE,NA,"528378995990335488",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Lotus_sue",0,FALSE,FALSE,NA,NA,"528378995990335488","SUNDANCE",1,16
"@livingrocks28 @nenshi Only 13 here in Lake Bonavista :( #yyckidcount",FALSE,0,"livingrocks28",2014-11-01 02:53:01,FALSE,"528378941615394816","528379153880711168","28814800","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","poor_choices",0,FALSE,FALSE,NA,NA,"528379153880711168","LAKE BONAVISTA",2,NA
"And they're baaaaaaack. Kids had a blast trick or treating with pals in Garrison. Meanwhile our #Altadore #yyckidcount held at 2. :(",FALSE,0,NA,2014-11-01 02:53:07,FALSE,NA,"528379179008794624",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","ElsbethMehrer",0,FALSE,FALSE,NA,NA,"528379179008794624","ALTADORE",1,2
"43 kids total, from just before 6:30pm to just after 8:30pm #Renfrew #yyckidcount",FALSE,1,NA,2014-11-01 02:53:40,FALSE,NA,"528379318351962112",NA,"<a href=""http://itunes.apple.com/us/app/twitter/id409789998?mt=12"" rel=""nofollow"">Twitter for Mac</a>","jasmine_alex",0,FALSE,FALSE,NA,NA,"528379318351962112","RENFREW",5,NA
"#yyckidcount Nine kids in Parkdale and zero remarkable costumes. @scottstolee @HainesDanny @goldenbeast43",FALSE,2,NA,2014-11-01 02:54:05,FALSE,NA,"528379422945329152",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","AnnaliseAK",0,FALSE,FALSE,NA,NA,"528379422945329152","PARKDALE",1,43
"@nenshi we had 23 kids at our house in #sunnyside #yyckidcount  Not complaining about the leftover candy!",FALSE,0,"nenshi",2014-11-01 02:54:38,FALSE,NA,"528379559003959296","33798654","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","ChaniHeather",0,FALSE,FALSE,NA,NA,"528379559003959296","SUNNYSIDE",1,23
"#yyckidcount  37 in Riverbend.   Lower than the last few years.",FALSE,0,NA,2014-11-01 02:54:46,FALSE,NA,"528379593645121536",NA,"<a href=""https://twitter.com/download/android"" rel=""nofollow"">Twitter for Android Tablets</a>","LouiseKnobel",0,FALSE,FALSE,NA,NA,"528379593645121536","RIVERBEND",1,37
"33 kids in Brentwood. #yyckidcount",FALSE,0,NA,2014-11-01 02:55:06,FALSE,NA,"528379679162368001",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","mamacamaro",0,FALSE,FALSE,NA,NA,"528379679162368001","BRENTWOOD",1,33
"One more adds it up to 29 for me in Cedarbrae, guess some parents are letting them stay up a little later. #yyckidcount",FALSE,0,NA,2014-11-01 02:55:16,FALSE,NA,"528379717679075328",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","sflug",0,FALSE,FALSE,NA,NA,"528379717679075328","CEDARBRAE",1,29
"Altadore/Marda loop. S.W. #yyc 25 kids. More older ones than expected. Lots of Coffee Crisp left #yyckidcount",FALSE,0,NA,2014-11-01 02:55:38,FALSE,NA,"528379813388484608",NA,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>","musicbaum",0,FALSE,FALSE,NA,NA,"528379813388484608","ALTADORE",1,25
"@nenshi #yyckidcount evergreen 75",FALSE,0,"nenshi",2014-11-01 02:55:45,FALSE,"528332800282619905","528379840039510016","33798654","<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>","afedz",0,FALSE,FALSE,NA,NA,"528379840039510016","EVERGREEN",1,75
"#yyckidcount 31 in Deer Run - most we‚Äôve had in 4 years.",FALSE,0,NA,2014-11-01 02:57:04,FALSE,NA,"528380173226635264",NA,"<a href=""http://tapbots.com/tweetbot"" rel=""nofollow"">Tweetbot for iŒüS</a>","scottiebitter",0,FALSE,FALSE,NA,NA,"528380173226635264","DEER RUN",2,NA
"#yyckidcount we had 56 in Tuscany",FALSE,0,NA,2014-11-01 02:57:14,FALSE,NA,"528380213076307968",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","dgmib",0,FALSE,FALSE,NA,NA,"528380213076307968","TUSCANY",1,56
"30+ in Rosscarrock - great fun! #yyckidcount",FALSE,0,NA,2014-11-01 02:57:21,FALSE,NA,"528380241299795968",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","beersnsuch",0,FALSE,FALSE,NA,NA,"528380241299795968","ROSSCARROCK",1,30
"250 #Halloween chocolate bars, 3 cute kids...oh dear! #yyckidcount #Inglewood #YYC",FALSE,1,NA,2014-11-01 02:57:47,FALSE,NA,"528380350888554496",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","frechettegirl",0,FALSE,FALSE,NA,NA,"528380350888554496","INGLEWOOD",2,NA
"@nenshi Hidden Valley 2002-14 w/ low temps:
60,53,86,120,75,62,83,97,136,121,57,92,78
-15,-20,-5,-3,-9,+8,+12,+7,+9,+3,-9,+9,+9 #yyckidcount",FALSE,0,"nenshi",2014-11-01 02:57:49,FALSE,"527861315331575808","528380361504346113","33798654","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","virtuous_sloth",0,FALSE,FALSE,NA,NA,"528380361504346113","HIDDEN VALLEY",28,NA
"@nenshi 40 kids in Edgemont (including some former Marlborough/Bridgeland Science School students!); 25 in Dalhousie #yyckidcount",FALSE,1,"nenshi",2014-11-01 02:57:55,FALSE,NA,"528380384296583170","33798654","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","brentmYYC",0,FALSE,FALSE,NA,NA,"528380384296583170","C(""EDGEMONT"", ""MARLBOROUGH"", ""DALHOUSIE"")",2,NA
"Got 32 in Deer Run - including one who was way too old to be trick or treating by himself! #yyckidcount",FALSE,0,NA,2014-11-01 02:58:31,FALSE,NA,"528380535069245440",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","kimmac29",0,FALSE,FALSE,NA,NA,"528380535069245440","DEER RUN",1,32
"#yyckidcount Westgate final total 23",FALSE,0,NA,2014-11-01 02:59:13,FALSE,NA,"528380714933186560",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","cowgirlwarrior",0,FALSE,FALSE,NA,NA,"528380714933186560","WESTGATE",1,23
"Prestwick in mckenzie towne had 129. #yyckidcount",FALSE,0,NA,2014-11-01 02:59:29,FALSE,NA,"528380781538725888",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","daphne_lake",0,FALSE,FALSE,NA,NA,"528380781538725888","MCKENZIE TOWNE",1,129
"Final #yyckidcount in Valley Ridge - 110.",FALSE,1,NA,2014-11-01 02:59:37,FALSE,NA,"528380814053376001",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","talbizzati",0,FALSE,FALSE,NA,NA,"528380814053376001","VALLEY RIDGE",1,110
"30 kids in Silverado! Up from last year but damnit we have a lot of extra candy #yyckidcount",FALSE,0,NA,2014-11-01 02:59:55,FALSE,NA,"528380890456817664",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","AlliSayles",0,FALSE,FALSE,NA,NA,"528380890456817664","SILVERADO",1,30
"Lights out now and ended with 50 kids in Tuscany #yyckidcount last trick or treater around 8:30",FALSE,0,NA,2014-11-01 03:00:18,FALSE,NA,"528380985831096320",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","ahennel",0,FALSE,FALSE,NA,NA,"528380985831096320","TUSCANY",3,NA
"Yay #yyckidcount #Silverado over 60 same as last year but so much more enjoyable because of the weather.",FALSE,0,NA,2014-11-01 03:00:27,FALSE,NA,"528381023881797633",NA,"<a href=""http://tapbots.com/tweetbot"" rel=""nofollow"">Tweetbot for iŒüS</a>","NanicaBrown",0,FALSE,FALSE,NA,NA,"528381023881797633","SILVERADO",1,60
"41 in West Hillhurst, slightly above average. #yyckidcount",FALSE,0,NA,2014-11-01 03:00:31,FALSE,NA,"528381041946656769",NA,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>","hale44",0,FALSE,FALSE,NA,NA,"528381041946656769","WEST HILLHURST",1,41
"#yyckidcount Lost count after 110 kids in Valley Ridge.",FALSE,1,NA,2014-11-01 03:00:37,FALSE,NA,"528381067133476864",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","sean_haddad",0,FALSE,FALSE,"-114.2414075","51.09262855","528381067133476864","VALLEY RIDGE",1,110
"180 Kids in Dover this year #yyckidcount",FALSE,0,NA,2014-11-01 03:02:25,FALSE,NA,"528381516502810624",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","BeautifulRising",0,FALSE,FALSE,NA,NA,"528381516502810624","DOVER",1,180
"Kincora #yyckidcount had 109 tonight. Super kids! Especially the 40 year old ""trick or beer"" and the convict recidivist who came back twice.",FALSE,0,NA,2014-11-01 03:03:59,FALSE,NA,"528381912357011456",NA,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>","jennyhunt",0,FALSE,FALSE,NA,NA,"528381912357011456","KINCORA",2,NA
"@nenshi we live in Citadel and had about 40 kids #yyckidcount",FALSE,0,"nenshi",2014-11-01 03:04:10,FALSE,NA,"528381958200373248","33798654","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","GOLDENGRL69",0,FALSE,FALSE,NA,NA,"528381958200373248","CITADEL",1,40
"60 kids in Cambrian heights. #yyckidcount",FALSE,0,NA,2014-11-01 03:04:14,FALSE,NA,"528381974931468288",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","HeliAl",0,FALSE,FALSE,NA,NA,"528381974931468288","CAMBRIAN HEIGHTS",1,60
"I stand corrected! Just as I was shutting 'er down got a few more! Final #yyckidcount in Brentwood at 6!",FALSE,1,NA,2014-11-01 03:04:44,FALSE,NA,"528382102002102272",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Naaaners",0,FALSE,FALSE,NA,NA,"528382102002102272","BRENTWOOD",1,6
"202 in Hidden Valley #yyckidcount @nenshi",FALSE,0,NA,2014-11-01 03:05:03,FALSE,NA,"528382181832683521",NA,"<a href=""http://tapbots.com/tweetbot"" rel=""nofollow"">Tweetbot for iŒüS</a>","Brickwares",0,FALSE,FALSE,NA,NA,"528382181832683521","HIDDEN VALLEY",1,202
"#yyckidcount final tally in coventry hills is 106. Up significantly from last year but not the record.",FALSE,0,NA,2014-11-01 03:05:22,FALSE,NA,"528382258827124736",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","lostwizard",0,FALSE,FALSE,NA,NA,"528382258827124736","COVENTRY HILLS",1,106
"Mom &amp; Dad got 37 trick-or-treaters in Deer Run tonight. #yyckidcount",FALSE,0,NA,2014-11-01 03:05:39,FALSE,NA,"528382330277093376",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Susanne_Mazur",0,FALSE,FALSE,NA,NA,"528382330277093376","DEER RUN",1,37
"#yyckidcount pretty impressive 48 in Shawnessy! Ì†ΩÌ±ªÌ†ºÌæÉÌ†ΩÌ±ª @nenshi",FALSE,0,NA,2014-11-01 03:05:39,FALSE,NA,"528382332089409536",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","MarinaChantel",0,FALSE,FALSE,NA,NA,"528382332089409536","SHAWNESSY",1,48
"@nenshi Final count in North Evanston as of 9pm: 60 #yyckidcount #yyc",FALSE,0,"nenshi",2014-11-01 03:06:02,FALSE,NA,"528382428272799744","33798654","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","heymannyg",0,FALSE,FALSE,NA,NA,"528382428272799744","EVANSTON",2,NA
"OK final count 132 kids from Deer Ridge""@nenshi: counting the kids who come trick &amp; treat #yyckidcount""",FALSE,0,NA,2014-11-01 03:06:06,FALSE,NA,"528382444375121920",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","costacomfortMM",0,FALSE,FALSE,NA,NA,"528382444375121920","DEER RIDGE",1,132
"@nenshi #yyckidcount is at a devilish 66 in McKenzie Lake :)",FALSE,0,"nenshi",2014-11-01 03:06:07,FALSE,"528332800282619905","528382451148922880","33798654","<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>","andreagarnier",0,FALSE,FALSE,NA,NA,"528382451148922880","MCKENZIE LAKE",1,66
"#yyckidcount Mount Pleasant on 20th Ave.  9 kids - all time high, usually 0.",FALSE,0,NA,2014-11-01 03:06:28,FALSE,NA,"528382538012962816",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","folkiecarla",0,FALSE,FALSE,NA,NA,"528382538012962816","MOUNT PLEASANT",3,NA
"#yyckidcount 11 in Woodbine",FALSE,1,NA,2014-11-01 03:06:42,FALSE,NA,"528382597161029633",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","RoselineCarter",0,FALSE,FALSE,NA,NA,"528382597161029633","WOODBINE",1,11
"9 kids.... in Woodlands... #yyckidcount",FALSE,0,NA,2014-11-01 03:06:53,FALSE,NA,"528382641603493889",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","leahflame",0,FALSE,FALSE,NA,NA,"528382641603493889","WOODLANDS",1,9
"Strathcona Park 28 kids came to our door #yyckidcount",FALSE,0,NA,2014-11-01 03:07:08,FALSE,NA,"528382703775666176",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","angesarah77",0,FALSE,FALSE,NA,NA,"528382703775666176","STRATHCONA PARK",1,28
"My final count for #yyckidcount in #Bridlewood was 62.",FALSE,0,NA,2014-11-01 03:07:11,FALSE,NA,"528382718606725121",NA,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","MelodramaBabs",0,FALSE,FALSE,NA,NA,"528382718606725121","BRIDLEWOOD",1,62
"@nenshi 17 kids in McKenzie Lake. We had almost 40 last year. We even bought better candy this year! #yyckidcount",FALSE,0,"nenshi",2014-11-01 03:07:33,FALSE,"528382426834554880","528382810479132672","33798654","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","mattmcqueen",0,FALSE,FALSE,NA,NA,"528382810479132672","MCKENZIE LAKE",2,NA
"Looks like final #yyckidcount for Kingsland is 60 (but the pumpkin is going to stay bright until 9:30 or so :)) )",FALSE,0,NA,2014-11-01 03:07:34,FALSE,NA,"528382815344549888",NA,"<a href=""http://www.twitter.com"" rel=""nofollow"">Twitter for BlackBerry</a>","baublehead",0,FALSE,FALSE,NA,NA,"528382815344549888","KINGSLAND",3,NA
"@nenshi #yyckidcount 71 kids in Crescent Heights NE and still a few older stragglers",FALSE,0,"nenshi",2014-11-01 03:07:41,FALSE,NA,"528382841999327232","33798654","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","marymarypoppet",0,FALSE,FALSE,NA,NA,"528382841999327232","CRESCENT HEIGHTS",1,71
"@nenshi only 100 kids in Elbow Park...slow year!

#yyckidcount",FALSE,0,"nenshi",2014-11-01 03:08:17,FALSE,"528382426834554880","528382993316843520","33798654","<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","sengstro",0,FALSE,FALSE,NA,NA,"528382993316843520","ELBOW PARK",1,100
"@nenshi #yyckidcount we had 17 in chaparral. Slow night.",FALSE,0,"nenshi",2014-11-01 03:09:02,FALSE,"528382426834554880","528383182098681856","33798654","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","MelinaVE",0,FALSE,FALSE,NA,NA,"528383182098681856","CHAPARRAL",1,17
"@nenshi #yyckidcount royal oak. 83!!",FALSE,0,"nenshi",2014-11-01 03:09:03,FALSE,"528382426834554880","528383186493902848","33798654","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","bierman16",0,FALSE,FALSE,NA,NA,"528383186493902848","ROYAL OAK",1,83
".@nenshi 107 in hidden valley #yyckidcount",FALSE,0,"nenshi",2014-11-01 03:09:33,FALSE,"528382426834554880","528383313342644225","33798654","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","someyycguy51",0,FALSE,FALSE,NA,NA,"528383313342644225","HIDDEN VALLEY",1,107
"43 kids in Evanston. Up from last year's 34, but less than expected. Oh well, more candy for us! #yyckidcount",FALSE,0,NA,2014-11-01 03:09:34,FALSE,NA,"528383318169878528",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","missnix14",0,FALSE,FALSE,NA,NA,"528383318169878528","EVANSTON",2,NA
"@nenshi #yyckidcount at least 100 in scarboro!",FALSE,0,"nenshi",2014-11-01 03:10:11,FALSE,"528382426834554880","528383473120444417","33798654","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","sarahglaze",0,FALSE,FALSE,NA,NA,"528383473120444417","SCARBORO",1,100
"#yyckidcount #bowness #bca we had 134 kids back on 33rd Ave. First year at this address. Neighbors say it was a big year.",FALSE,1,NA,2014-11-01 03:10:39,FALSE,NA,"528383592364535809",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","tss118",1,FALSE,FALSE,NA,NA,"528383592364535809","BOWNESS",2,NA
"#yyckidcount  zero in Lincoln park though we do live on a street with lots of people with no lights on. @nenshi",FALSE,0,NA,2014-11-01 03:10:43,FALSE,NA,"528383607690129408",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","kborle",0,FALSE,FALSE,NA,NA,"528383607690129408","LINCOLN PARK",1,NA
"@nenshi Christie Park final count 37 kids #yyckidcount Am thrilled, only had maybe 8 kids last year.",FALSE,0,"nenshi",2014-11-01 03:10:45,FALSE,"528382426834554880","528383617136095232","33798654","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","lisamwhyte62",0,FALSE,FALSE,NA,NA,"528383617136095232","CHRISTIE PARK",2,NA
"25 in Westgate #yyckidcount",FALSE,0,NA,2014-11-01 03:10:50,FALSE,NA,"528383638065676290",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","redkaleidoscope",0,FALSE,FALSE,NA,NA,"528383638065676290","WESTGATE",1,25
"Turned off the light. Shut things down. 24 kids and yoots in Silver Springs. #yyckidcount",FALSE,0,NA,2014-11-01 03:11:10,FALSE,NA,"528383718982176768",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","mrbell_23",0,FALSE,FALSE,NA,NA,"528383718982176768","SILVER SPRINGS",1,24
"Country Hills : 30

#yyckidcount",FALSE,0,NA,2014-11-01 03:11:15,FALSE,NA,"528383740469596160",NA,"<a href=""http://www.myplume.com/"" rel=""nofollow"">Plume¬†for¬†Android</a>","Richard_Hansen",0,FALSE,FALSE,"-114.05449924","51.13513514","528383740469596160","COUNTRY HILLS",1,30
"#yyckidcount 6 in Auburn Bay #yyc #condolife",FALSE,0,NA,2014-11-01 03:11:15,FALSE,NA,"528383741840736257",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","crushmebaby_",0,FALSE,FALSE,NA,NA,"528383741840736257","AUBURN BAY",1,6
